"ID","Name","Experiences.Offered","Host.Since","Host.Response.Time","Host.Response.Rate","City","Latitude","Longitude","Property.Type","Room.Type","Accommodates","Bathrooms","Bedrooms","Beds","Bed.Type","Amenities","Price","Security.Deposit","Cleaning.Fee","Minimum.Nights","Number.of.Reviews","Review.Scores.Rating","Review.Scores.Accuracy","Review.Scores.Cleanliness","Review.Scores.Checkin","Review.Scores.Communication","Review.Scores.Location","Review.Scores.Value","Cancellation.Policy","Features"
11526049,"Wohnung in Neukölln","none","2016-02-28","",NA,"Berlin",52.4790961975777,13.4463893522608,"Apartment","Entire home/apt",2,1,2,2,"Real Bed","Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Laptop friendly workspace",40,200,NA,14,0,NA,NA,NA,NA,NA,NA,NA,"flexible","Host Has Profile Pic"
17489145,"relaxed, nice and cosy in Neukölln","none","2016-12-02","within a day",100,"Berlin",52.4746826497327,13.448122322206,"Apartment","Private room",2,1,1,1,"Real Bed","Wireless Internet,Kitchen,Washer,Essentials,Lock on bedroom door,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",23,300,NA,3,0,NA,NA,NA,NA,NA,NA,NA,"moderate","Host Has Profile Pic,Host Identity Verified,Instant Bookable"
18323163,"Lovely room TWO on the top of Berlin-Neukoelln","none","2016-12-13","within a few hours",100,"Berlin",52.4857416599055,13.4468234610009,"Condominium","Private room",2,1,1,1,"Real Bed","Wireless Internet,Heating,Family/kid friendly,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace",24,250,9,2,1,100,10,10,10,10,10,10,"flexible","Host Has Profile Pic,Is Location Exact"
5546536,"Sweet room to rent in Neukölln","none","2015-03-04","within a day",60,"Berlin",52.4792921264167,13.4469485990849,"Apartment","Private room",1,1,1,2,"Real Bed","Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,Smoke detector,First aid kit,Safety card",25,NA,NA,1,11,98,10,10,10,10,10,10,"flexible","Host Has Profile Pic,Is Location Exact"
13888679,"Berlin DIY - Custom made room in central Neukölln","none","2015-07-23","within an hour",100,"Berlin",52.4789089735579,13.4437256729505,"Apartment","Private room",2,2,1,1,"Real Bed","Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50",37,NA,NA,2,8,95,10,10,10,10,9,10,"flexible","Host Has Profile Pic,Host Identity Verified,Is Location Exact,Instant Bookable"
17614449,"Lovely, bright, spacious room in Neukölln","none","2016-01-16","within a few hours",100,"Berlin",52.4695123674065,13.4443341506966,"Apartment","Private room",2,1,1,1,"Real Bed","Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Lock on bedroom door,Hangers",20,NA,10,5,2,100,10,10,10,10,10,10,"flexible","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
13484634,"Clean studio with balcony in Neukölln","none","2012-06-27","within a few hours",100,"Berlin",52.474989086775,13.442170449656,"Apartment","Entire home/apt",2,1,0,1,"Real Bed","Wireless Internet,Kitchen,Breakfast,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",53,100,20,1,11,98,10,9,10,10,9,10,"strict","Host Has Profile Pic,Host Identity Verified"
1491518,"Simple apartment in Neukölln","none","2013-08-06","within a day",60,"Berlin",52.485659841802,13.4474436603569,"Apartment","Private room",1,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Heating,Family/kid friendly,Washer,Essentials,Shampoo",25,250,20,2,6,100,10,10,10,10,10,10,"moderate","Host Has Profile Pic,Host Identity Verified"
12632557,"Bright Spacious Room Neukölln Sonnenallee","none","2015-11-24","a few days or more",38,"Berlin",52.4740961432319,13.4526991644771,"Apartment","Private room",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Washer,Hangers,Hair dryer,Iron",28,NA,15,2,11,93,10,9,10,9,9,9,"moderate","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
16936257,"Leben in Neukölln","none","2017-01-17","within a day",50,"Berlin",52.4758729930667,13.4519421663673,"Apartment","Entire home/apt",6,1,2,5,"Real Bed","Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Fire extinguisher,Essentials,Hair dryer,Laptop friendly workspace",36,NA,20,5,0,NA,NA,NA,NA,NA,NA,NA,"flexible","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
17725741,"Big, cozy room in Neukölln - Rixdorf","none","2017-03-15","within a day",100,"Berlin",52.4711960617444,13.4511407748207,"Apartment","Private room",3,1,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Smoking allowed,Heating,Washer,Essentials,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",26,NA,10,2,0,NA,NA,NA,NA,NA,NA,NA,"moderate","Host Has Profile Pic,Is Location Exact"
17325361,"Großes, gemütliches Zimmer im angesagten Neukölln","none","2017-02-18","within a few hours",100,"Berlin",52.4719686918379,13.4520496433941,"Apartment","Private room",2,1,1,1,"Real Bed","Wireless Internet,Kitchen,Heating,First aid kit,Essentials,Lock on bedroom door,Hair dryer,Iron,Laptop friendly workspace",21,NA,5,1,7,97,10,10,9,9,9,10,"moderate","Host Has Profile Pic"
13454538,"Neuköllns Weserstraße with Kitchen and Bathtub!","none","2016-06-10","within an hour",100,"Berlin",52.4799485913559,13.4499592123401,"Other","Private room",4,1,1,2,"Real Bed","Wireless Internet,Kitchen,Heating,Family/kid friendly,Smoke detector,Essentials,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50",39,100,29,2,34,92,9,9,10,10,9,9,"flexible","Host Has Profile Pic,Is Location Exact"
2443420,"Comfortable room in city center","none","2014-02-23","within a day",90,"Berlin",52.4728482104291,13.4550151225442,"Apartment","Private room",1,1,1,2,"Real Bed","Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",22,NA,NA,2,10,92,10,9,9,10,9,10,"moderate","Host Has Profile Pic,Is Location Exact"
4737384,"Room in Neuköllm","none","2014-12-03","within a few hours",100,"Berlin",52.4823050442305,13.4433653116282,"Apartment","Private room",2,1,1,1,"Real Bed","Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace",30,NA,10,3,32,93,10,9,10,10,9,10,"flexible","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
6847957,"Wohnlage Nähe Templhofer-Feld","none","2015-06-15","",NA,"Berlin",52.4654568090746,13.4308256565405,"Apartment","Private room",2,1,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Elevator in building,Washer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",28,300,NA,1,0,NA,NA,NA,NA,NA,NA,NA,"flexible","Host Has Profile Pic"
17792375,"Cozy room with chimney and sunny balcony","none","2016-08-17","within a day",70,"Berlin",52.4694824899261,13.4267682873647,"Apartment","Private room",2,1,1,1,"Real Bed","Wireless Internet,Indoor fireplace,Heating,First aid kit,Essentials",35,100,10,1,0,NA,NA,NA,NA,NA,NA,NA,"moderate","Host Has Profile Pic,Host Identity Verified"
8024174,"sunny artist flat","none","2015-08-24","",NA,"Berlin",52.4741368600191,13.4250241138711,"Apartment","Entire home/apt",2,1,1,2,"Real Bed","Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Essentials",35,200,25,1,0,NA,NA,NA,NA,NA,NA,NA,"flexible","Host Has Profile Pic,Is Location Exact"
682853,"1-room flat Neukölln Hermannplatz","none","2012-09-05","",NA,"Berlin",52.4841805622154,13.4220208596736,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","Internet,Wireless Internet,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Washer,Essentials",35,200,25,1,0,NA,NA,NA,NA,NA,NA,NA,"flexible","Host Has Profile Pic,Host Identity Verified"
2583272,"Tolle Wohnung Neukölln","none","2014-03-11","within a day",100,"Berlin",52.4721601251474,13.4244023204288,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Shampoo",52,70,15,3,36,95,10,10,10,10,9,9,"moderate","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
7688581,"A flat in Schillerkiez with 2 cats!","none","2015-08-03","",NA,"Berlin",52.468432074128,13.422209249324,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","Wireless Internet,Kitchen,Free parking on premises,Pets live on this property,Cat(s),Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",30,NA,NA,7,3,87,9,7,9,9,9,8,"moderate","Host Has Profile Pic,Is Location Exact"
3034525,"SuperWohnung Nähe Tempelhofer Feld","none","2014-05-13","within a day",100,"Berlin",52.4686436471983,13.4249582623475,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace",50,100,20,2,30,94,10,10,9,10,9,9,"moderate","Host Has Profile Pic,Is Location Exact"
3623086,"Room in Funky Flat Neukölln","none","2011-04-05","within an hour",100,"Berlin",52.4689902636252,13.4303383110011,"Apartment","Private room",2,1,1,1,"Real Bed","Internet,Wireless Internet,Kitchen,Pets allowed,Heating,Family/kid friendly,Washer",50,NA,20,2,5,88,10,9,10,10,8,8,"strict","Host Has Profile Pic,Host Identity Verified"
8602241,"2 room apartment in Neukölln","none","2013-09-11","",NA,"Berlin",52.465375796865,13.4322825997729,"Apartment","Entire home/apt",4,1,2,2,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer",50,200,NA,1,1,80,10,8,10,10,8,8,"moderate","Host Has Profile Pic,Is Location Exact"
6307526,"Sun, balcony, Tempelhof Field","none","2012-12-08","",NA,"Berlin",52.4708806705927,13.4291914512738,"Apartment","Private room",2,1,1,1,"Real Bed","Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,Smoke detector,First aid kit,Safety card,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace",25,100,8,2,5,100,10,10,10,10,9,10,"moderate","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
13909255,"Sehr schöne Wohnung im Szenebezirk Neukölln","none","2013-05-02","",NA,"Berlin",52.4745680211024,13.4268114133123,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",70,500,30,2,2,90,10,10,9,10,10,9,"flexible","Host Has Profile Pic"
1324011,"Lovely room in Berlin Neukölln","none","2013-06-25","within a few hours",100,"Berlin",52.4729553228004,13.4266171881852,"Apartment","Private room",2,1,1,1,"Real Bed","Internet,Wireless Internet,Kitchen,Smoking allowed,Heating,Washer",35,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,"flexible","Host Has Profile Pic,Is Location Exact"
6367904,"ruhige, helle Wohnung im Grünen","none","2013-09-17","",NA,"Berlin",52.4647988479244,13.4301842670352,"Apartment","Entire home/apt",4,1,2,4,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Smoke detector,First aid kit,Fire extinguisher,Essentials,Shampoo",55,600,35,5,1,100,10,10,10,10,8,10,"strict","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
15761974,"♥ Loveley,  cozy and calm room in Neukölln ♥","none","2015-05-11","within an hour",100,"Berlin",52.4785867583537,13.422016152161,"Apartment","Private room",2,1,1,1,"Futon","Wireless Internet,Kitchen,Smoking allowed,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hair dryer,Iron,Laptop friendly workspace",32,NA,10,1,21,96,9,10,10,10,10,9,"moderate","Host Is Superhost,Host Has Profile Pic"
6491142,"spacious, sunny 130 sqm penthouse","none","2015-03-24","within a day",100,"Berlin",52.4763326484203,13.4247870277942,"Apartment","Entire home/apt",5,1.5,2,2,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Essentials,Shampoo",129,100,30,4,6,100,9,10,10,10,10,10,"moderate","Host Has Profile Pic,Host Identity Verified"
18442152,"sun-soaked and peaceful 20m² room in south-berlin","none","2017-04-27","",NA,"Berlin",52.4413091537571,13.4017241626157,"Condominium","Private room",2,1.5,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",35,NA,10,2,0,NA,NA,NA,NA,NA,NA,NA,"flexible","Host Has Profile Pic,Is Location Exact"
18031253,"35 m² lovely appartment with balcony","none","2017-04-03","",NA,"Berlin",52.4456344195312,13.3687027712276,"Condominium","Entire home/apt",2,1,1,1,"Real Bed","Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Safety card,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Private entrance",45,NA,20,1,0,NA,NA,NA,NA,NA,NA,NA,"flexible","Host Has Profile Pic,Is Location Exact,Instant Bookable"
11315246,"Im Süden von Berlin - close to subway U7","none","2016-02-17","within an hour",89,"Berlin",52.4256709603209,13.4922815750067,"House","Private room",2,1,1,1,"Real Bed","Internet,Wireless Internet,Pool,Kitchen,Smoking allowed,Pets allowed,Breakfast,Pets live on this property,Dog(s),Indoor fireplace,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private entrance",32,NA,12,2,29,96,10,10,10,10,10,10,"moderate","Host Has Profile Pic,Is Location Exact,Instant Bookable"
1614414,"Apartment with easy connections.","none","2011-08-01","within a day",80,"Berlin",52.4367267520219,13.5517290279177,"Apartment","Entire home/apt",2,1,0,1,"Pull-out Sofa","Free parking on premises,Buzzer/wireless intercom,Heating,Washer,Dryer",45,300,30,60,0,NA,NA,NA,NA,NA,NA,NA,"strict","Host Has Profile Pic,Host Identity Verified"
1083136,"Szoba egy szemelynek kiado.","none","2013-04-16","",NA,"Berlin",52.5266858794041,13.5862043462289,"Loft","Private room",1,NA,1,NA,"Real Bed","",77,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,"flexible","Host Has Profile Pic,Is Location Exact"
18427505,"Gemütliche Wohnung zentral","none","2016-07-18","a few days or more",20,"Berlin",52.5628905534194,13.3698535924887,"Apartment","Entire home/apt",4,1,2,3,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Fire extinguisher",55,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,"flexible","Host Has Profile Pic"
6653736,"Apartment in vivid Kreuzberg","none","2015-06-02","",NA,"Berlin",52.4897672846964,13.4044705199268,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","Internet,Wireless Internet,Wheelchair accessible,Kitchen,Free parking on premises,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials",59,NA,19,3,4,87,10,10,10,9,9,9,"moderate","Host Has Profile Pic,Host Identity Verified"
1014824,"Top location - Sweet Kreuzberg 61","none","2013-03-23","within an hour",100,"Berlin",52.4899091772015,13.3927841319305,"Apartment","Entire home/apt",4,2,2,2,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Hair dryer,Iron",95,NA,40,3,4,100,10,10,9,10,9,10,"moderate","Host Has Profile Pic,Host Identity Verified,Is Location Exact,Instant Bookable"
593920,"1,5 rooms in wonderful Kreuzberg","none","2012-07-14","",NA,"Berlin",52.495167501841,13.4012153102561,"Apartment","Entire home/apt",3,1,1,2,"Real Bed","Internet,Wireless Internet,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",35,100,15,6,4,100,10,10,9,10,10,10,"moderate","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
5199916,"charmante Wohnung in Kreuzberg","none","2013-12-25","",NA,"Berlin",52.4877467289202,13.3762895567433,"Apartment","Entire home/apt",1,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Essentials",37,500,NA,10,0,NA,NA,NA,NA,NA,NA,NA,"strict","Host Has Profile Pic"
4407058,"Beautiful room in Kreuzberg","none","2014-03-08","",NA,"Berlin",52.4914855632617,13.4171068747802,"Apartment","Private room",1,1,1,1,"Real Bed","Wireless Internet,Kitchen,Heating",19,NA,5,3,3,87,9,9,9,9,9,9,"flexible","Host Has Profile Pic,Is Location Exact"
14630491,"Modern Room in x_berg","none","2016-08-19","",NA,"Berlin",52.495425240192,13.4003704443376,"Apartment","Private room",2,1,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Heating,Washer,Essentials,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",30,700,NA,1,3,90,10,9,9,10,9,10,"moderate","Host Has Profile Pic,Is Location Exact"
11352279,"charming apartment in the heart of Kreuzberg","none","2015-02-22","within a few hours",100,"Berlin",52.49574695889,13.3995591887079,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","Wireless Internet,Kitchen,Heating,Washer,Essentials,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Bathtub",47,NA,NA,5,1,100,10,10,10,10,10,10,"flexible","Host Has Profile Pic,Is Location Exact"
4144081,"Sonniges Dachzimmer in Kreuzberg","none","2012-05-23","",NA,"Berlin",52.4906452465087,13.3901097219433,"Apartment","Private room",1,1,1,1,"Real Bed","Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",36,450,30,20,2,100,10,9,10,10,10,10,"strict","Host Has Profile Pic,Is Location Exact"
6566904,"Ruhige Ferienwohnung in Kreuzberg","none","2015-05-27","within an hour",100,"Berlin",52.4926999618777,13.3883536265058,"Apartment","Entire home/apt",6,1,2,6,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace",70,NA,30,2,54,92,9,9,10,10,10,9,"moderate","Host Has Profile Pic,Is Location Exact,Instant Bookable"
11083314,"Spacious room in lovely flatshare","none","2016-02-05","",NA,"Berlin",52.4984160524048,13.3849778999742,"Apartment","Private room",1,1,1,1,"Real Bed","Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,Essentials,Hangers,Hair dryer,Iron",17,NA,NA,6,0,NA,NA,NA,NA,NA,NA,NA,"flexible","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
12194943,"Cozy & good location in Kreuzkölln","none","2011-07-07","within a day",70,"Berlin",52.491565244163,13.4208456613766,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Essentials,Hair dryer,Laptop friendly workspace",55,NA,20,4,7,89,10,9,10,9,10,10,"moderate","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
4415585,"Small Room in Kreuzberg","none","2014-10-24","",NA,"Berlin",52.4960569662795,13.4345736487764,"Apartment","Private room",1,1,1,1,"Real Bed","",20,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,"flexible","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
14820520,"Double room with balcony in a big flat (Kreuzberg)","none","2015-06-04","",NA,"Berlin",52.4965125760525,13.420860388681,"Other","Private room",2,1.5,1,1,"Real Bed","Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",45,NA,NA,3,2,100,10,10,10,10,10,10,"flexible","Host Has Profile Pic,Host Identity Verified,Instant Bookable"
218524,"Charming Apartment, 85sqm, 3 rms","none","2011-09-08","within a few hours",100,"Berlin",52.4937100676497,13.4363708072586,"Apartment","Entire home/apt",3,1,1,3,"Real Bed","Internet,Wireless Internet,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials",84,500,20,5,9,96,10,10,9,10,9,10,"moderate","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
17085587,"Elegant two bedroom apartment","none","2016-10-04","within a day",97,"Berlin",52.4930701995058,13.4373132470478,"Apartment","Entire home/apt",4,1,2,2,"Real Bed","TV,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Smoke detector,Essentials,Shampoo,Hair dryer",140,300,0,3,0,NA,NA,NA,NA,NA,NA,NA,"flexible","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
17969678,"Sunny studio downtown Berlin Kreuzberg","none","2014-09-19","within an hour",100,"Berlin",52.4942210881041,13.4379627422078,"Apartment","Entire home/apt",2,1,0,1,"Real Bed","Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hair dryer,Iron,Laptop friendly workspace",100,NA,20,2,1,100,10,10,10,10,10,8,"flexible","Host Has Profile Pic,Host Identity Verified,Instant Bookable"
16523529,"A unique Oasis in Berlin","none","2011-03-05","within an hour",100,"Berlin",52.4954344170305,13.4295655697357,"Apartment","Private room",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Pets allowed,Pets live on this property,Dog(s),Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hair dryer,Iron,Laptop friendly workspace,Private entrance",35,NA,25,1,19,99,10,10,10,10,10,10,"flexible","Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Instant Bookable"
