"ID","Name","Experiences.Offered","Host.Since","Host.Response.Time","Host.Response.Rate","City","Latitude","Longitude","Property.Type","Room.Type","Accommodates","Bathrooms","Bedrooms","Beds","Bed.Type","Amenities","Price","Security.Deposit","Cleaning.Fee","Minimum.Nights","Number.of.Reviews","Review.Scores.Rating","Review.Scores.Accuracy","Review.Scores.Cleanliness","Review.Scores.Checkin","Review.Scores.Communication","Review.Scores.Location","Review.Scores.Value","Cancellation.Policy","Features"
10650508,"Roma center, Matisse B&B","none","2014-08-15","a few days or more",30,"Roma",41.9012124581425,12.4953239301428,"Bed & Breakfast","Private room",2,1,1,1,"Real Bed","Wireless Internet,Air conditioning,Doorman,Breakfast,Elevator in building,Heating,Family/kid friendly,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace",72,90,8,1,1,100,10,10,10,10,10,10,"moderate_new","Host Has Profile Pic,Host Identity Verified"
17132732,"PANORAMIC PENTHOUSE TRASTEVERE, STYLISH & ROMANTIC","none","2014-10-19","within an hour",100,"Roma",41.8908846346294,12.4669012907943,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",80,300,NA,3,7,100,10,10,10,10,10,10,"strict_new","Host Has Profile Pic,Host Identity Verified"
17358335,"Appartamento spazioso e tranquillo al centro.","none","2013-01-16","",NA,"Roma",41.8982356745311,12.5047326790303,"Bed & Breakfast","Private room",2,1,1,1,"Real Bed","TV,Wireless Internet,Elevator in building,Heating,Family/kid friendly,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Private living room",120,100,30,1,0,NA,NA,NA,NA,NA,NA,NA,"moderate_new","Host Has Profile Pic,Host Identity Verified,Instant Bookable"
7402084,"Tourist House B&B Family room","none","2014-11-15","within a few hours",100,"Roma",41.8949740736862,12.491555817212,"Bed & Breakfast","Private room",4,1,1,3,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Breakfast,Elevator in building,Heating,First aid kit,Essentials,Shampoo",100,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,"moderate_new","Host Has Profile Pic,Is Location Exact"
4890145,"Piazza Venezia Junior Suite","none","2014-05-04","within a day",100,"Roma",41.897744967951,12.4831202708513,"Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman Entry",170,200,60,2,14,93,10,10,10,10,10,9,"strict_new","Host Has Profile Pic,Is Location Exact"
13793268,"Amazing Indipendent Room in Pigneto","none","2016-04-08","within an hour",97,"Roma",41.8892195955452,12.529258752889,"Apartment","Private room",2,1,1,1,"Real Bed","TV,Wireless Internet,Air conditioning,Heating,Family/kid friendly,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace",45,NA,NA,1,21,92,10,9,9,10,9,9,"moderate_new","Host Has Profile Pic,Host Identity Verified,Instant Bookable"
6798027,"Mancini Shabby House Double Room","none","2015-06-09","within a day",100,"Roma",41.8765272261665,12.53989140861,"Bed & Breakfast","Private room",2,1,1,1,"Real Bed","TV,Wireless Internet,Air conditioning,Heating,First aid kit,Fire extinguisher,Essentials,Shampoo",24,NA,NA,1,3,73,9,7,8,8,5,7,"moderate_new","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
10247439,"Appartamento in zona Collatina","none","2015-12-29","",NA,"Roma",41.8988064058913,12.5627594243133,"Apartment","Private room",3,1,1,3,"Real Bed","Kitchen,Doorman,Elevator in building,Heating,Washer,Safety card,Essentials,Shampoo",40,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,"flexible_new","Host Has Profile Pic"
14439098,"Pretty single/double room","none","2013-12-29","",NA,"Roma",41.8927751601463,12.5718070499588,"Condominium","Private room",2,1,1,2,"Real Bed","Wireless Internet,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Elevator in building,Heating,Suitable for events,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",35,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,"flexible_new","Host Has Profile Pic,Is Location Exact,Instant Bookable"
10112862,"Sunny Actress Room  with rich breakfast :))","none","2014-08-02","within an hour",100,"Roma",41.8877284515949,12.5291508432534,"Apartment","Private room",2,1,1,2,"Real Bed","Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Doorman,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Shampoo,Hair dryer,Iron,translation missing: en.hosting_amenity_50",50,NA,10,2,21,98,10,10,10,10,9,10,"moderate_new","Host Is Superhost,Host Has Profile Pic,Is Location Exact"
8075753,"Yellow Room","none","2015-07-30","within a few hours",100,"Roma",41.8837911573378,12.5399220505565,"Bed & Breakfast","Private room",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Breakfast,Heating,Family/kid friendly,Suitable for events,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace",40,NA,NA,1,2,100,9,9,10,10,9,9,"flexible_new","Host Has Profile Pic"
10893028,"Poet's loft with garden. Subway A.","none","2015-04-13","within an hour",100,"Roma",41.8719141266541,12.5464895567496,"Loft","Entire home/apt",4,1,1,2,"Real Bed","TV,Wireless Internet,Kitchen,Smoking allowed,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",55,NA,20,2,18,97,10,10,10,10,9,10,"moderate_new","Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Is Location Exact"
4921706,"Pigneto Apartement - Casa Vacanze Susy + Wifi","none","2014-12-29","",NA,"Roma",41.8846360505682,12.5414567736466,"Apartment","Entire home/apt",2,1,1,2,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Pets allowed,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Children’s books and toys,Room-darkening shades",50,150,30,2,38,94,10,10,10,10,8,9,"moderate_new","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
10621587,"camera per 3","none","2015-12-31","",NA,"Roma",41.8776511339954,12.5397914245077,"Apartment","Entire home/apt",3,1,1,3,"Real Bed","TV,Cable TV,Wireless Internet,Heating,Family/kid friendly,First aid kit,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace",40,NA,NA,1,1,100,10,10,10,10,8,10,"moderate_new","Host Has Profile Pic,Is Location Exact"
16935410,"Vittorio Emanuele Bright 2BR Apartment with WIFI","none","2016-02-10","within an hour",100,"Roma",41.8949477653583,12.5022999368472,"Apartment","Entire home/apt",6,2,2,3,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance",99,NA,65,2,0,NA,NA,NA,NA,NA,NA,NA,"strict_new","Host Has Profile Pic,Is Location Exact,Instant Bookable"
5663122,"Apartment with terrace","none","2013-09-21","within an hour",100,"Roma",41.8970453266784,12.4701224396074,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace",40,NA,40,3,46,92,9,9,10,10,10,9,"moderate_new","Host Has Profile Pic,Host Identity Verified,Instant Bookable"
5728470,"RIONE S.ANGELO, IL CUORE DI ROMA...","none","2015-03-20","within an hour",100,"Roma",41.8921332441293,12.4783442913731,"Apartment","Entire home/apt",6,1,2,4,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Hair dryer,Iron,High chair,Pack ’n Play/travel crib",150,150,50,3,2,90,9,9,9,9,10,9,"strict_new","Host Has Profile Pic,Is Location Exact,Instant Bookable"
11112745,"Design Suite San Pietro","none","2016-02-07","within an hour",100,"Roma",41.9070289569435,12.4599386633914,"Bed & Breakfast","Private room",2,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Doorman,Elevator in building,Heating,Family/kid friendly,Smoke detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace",100,150,NA,1,6,93,10,10,9,8,10,9,"flexible_new","Host Has Profile Pic,Host Identity Verified,Is Location Exact,Instant Bookable"
6776128,"Charme & Chic - Luxury B&B","none","2015-01-06","within a few hours",100,"Roma",41.9054040946776,12.4780015097485,"Bed & Breakfast","Private room",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Breakfast,Elevator in building,Heating,Smoke detector,First aid kit,Fire extinguisher,Essentials,Shampoo",110,NA,NA,1,2,100,10,10,8,8,10,10,"flexible_new","Host Has Profile Pic,Host Identity Verified"
16213163,"Al vicolo - cozy apartment in the heart of Rome","none","2014-10-06","within an hour",96,"Roma",41.898359605967,12.4660441414145,"Apartment","Entire home/apt",4,1,1,1,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",90,150,50,3,1,100,10,10,10,10,10,10,"moderate_new","Host Has Profile Pic,Host Identity Verified,Is Location Exact,Instant Bookable"
14770795,"Monti Brand New Apartment","none","2014-11-09","within an hour",100,"Roma",41.8968418493381,12.494039995338,"Apartment","Entire home/apt",7,2,3,4,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",120,NA,55,2,41,97,10,10,10,10,10,10,"strict_new","Host Has Profile Pic,Host Identity Verified,Is Location Exact,Instant Bookable"
10051665,"Charming 3 BR in Spanish Steps WiFi","none","2011-06-17","within an hour",100,"Roma",41.9076407359894,12.4818864811534,"Apartment","Entire home/apt",7,2,3,5,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Indoor fireplace,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",159,200,80,3,29,97,10,10,10,10,10,10,"moderate_new","Host Has Profile Pic,Is Location Exact,Instant Bookable"
6643683,"Cozy Apartment in Trastevere","none","2014-04-15","within an hour",90,"Roma",41.8866458129017,12.468973209442,"Apartment","Entire home/apt",2,1,1,2,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Hot tub,Heating,Essentials",90,NA,27,2,48,95,10,10,10,10,10,9,"moderate_new","Host Has Profile Pic,Host Identity Verified"
13000586,"Grande Stanza Con Bagno Privato","none","2014-06-23","within a few hours",100,"Roma",41.8842948869271,12.5034643189161,"Apartment","Private room",2,1,1,2,"Real Bed","TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Washer,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",55,NA,15,2,20,85,10,9,9,10,9,9,"strict_new","Host Has Profile Pic"
16473606,"Clara Domus Stazione Termini Quintupla","none","2016-12-22","within a day",57,"Roma",41.9024345089949,12.5031871017347,"Bed & Breakfast","Private room",5,1,2,4,"Real Bed","TV,Wireless Internet,Air conditioning,Breakfast,Elevator in building,Heating,Family/kid friendly,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace",47,NA,NA,1,1,40,2,8,2,4,6,6,"flexible_new","Host Has Profile Pic,Is Location Exact,Instant Bookable"
9657715,"B&B Via Veneto suite QueenRome","none","2015-09-09","within an hour",100,"Roma",41.9082693590694,12.4896176673126,"Bed & Breakfast","Private room",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Doorman,Elevator in building,Heating,Suitable for events,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Crib",100,NA,NA,1,9,90,10,10,10,10,10,9,"strict_new","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
3848611,"Studio under the Coliseum","none","2012-10-30","within an hour",87,"Roma",41.8930464383002,12.4928923384281,"Apartment","Entire home/apt",2,1,0,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hair dryer",70,NA,15,2,136,89,9,9,9,9,10,9,"strict_new","Host Has Profile Pic,Host Identity Verified,Is Location Exact,Instant Bookable,Require Guest Phone Verification"
17259012,"San Pietro Arte in Suite","none","2017-02-14","within an hour",100,"Roma",41.907172028668,12.4683513294063,"Apartment","Entire home/apt",6,3,3,3,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Hot tub,Heating,Family/kid friendly,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance",250,250,80,2,0,NA,NA,NA,NA,NA,NA,NA,"flexible_new","Host Has Profile Pic,Is Location Exact,Instant Bookable"
15929239,"Room - Colosseo - Termini","none","2016-11-11","within a day",70,"Roma",41.8946108313002,12.5069471527829,"Bed & Breakfast","Private room",3,2,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Smoking allowed,Breakfast,Heating,Family/kid friendly,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace",25,NA,24,1,12,85,9,9,8,9,7,9,"strict_new","Host Has Profile Pic,Is Location Exact,Instant Bookable"
16685920,"Room in signorile dimora panoramica","none","2017-01-08","within an hour",100,"Roma",41.9071227025428,12.4732257522735,"Apartment","Private room",2,1,1,1,"Real Bed","TV,Wireless Internet,Air conditioning,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Smoke detector,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace",30,NA,NA,2,15,99,10,10,10,10,10,9,"moderate_new","Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Is Location Exact,Instant Bookable"
5546891,"Bed and breakfast a pochi passi da San Pietro","none","2011-09-05","within a few hours",90,"Roma",41.911907408599,12.4547881253563,"Bed & Breakfast","Private room",2,1,1,1,"Real Bed","Cable TV,Internet,Wireless Internet,Air conditioning,Breakfast,Elevator in building,Heating,Family/kid friendly,First aid kit,Fire extinguisher,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace",38,NA,NA,1,3,80,10,10,6,6,9,9,"flexible_new","Host Has Profile Pic,Is Location Exact"
12819775,"Romantic for 2! Int. 7","none","2011-07-30","within a few hours",100,"Roma",41.8961863759547,12.4729684754075,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49",200,NA,NA,3,23,97,10,10,10,10,10,9,"moderate_new","Host Has Profile Pic,Host Identity Verified,Is Location Exact,Instant Bookable"
2334966,"Cosy Colosseum the roman atmosphere","none","2014-02-04","within a few hours",100,"Roma",41.8937960674876,12.4896038050274,"Apartment","Entire home/apt",5,1,3,4,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,High chair,Pack ’n Play/travel crib,Children’s dinnerware",100,150,40,3,102,97,10,10,10,10,10,10,"moderate_new","Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Is Location Exact"
14392849,"Campo de' Fiori Cozy Studio","none","2014-11-09","within an hour",100,"Roma",41.8932561992788,12.472118855756,"Apartment","Entire home/apt",4,1,1,1,"Real Bed","TV,Wireless Internet,Air conditioning,Family/kid friendly,Essentials,Hangers,Hair dryer,translation missing: en.hosting_amenity_50",65,NA,40,2,30,92,10,10,10,10,10,9,"strict_new","Host Has Profile Pic,Host Identity Verified,Instant Bookable"
6330785,"Remo","none","2015-05-08","",NA,"Roma",41.9040274162105,12.4608806400628,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Gym,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,First aid kit,Fire extinguisher,Shampoo",139,NA,NA,1,1,100,10,10,10,10,10,10,"flexible_new","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
16095133,"Appartamento 5 - Via Otranto - VATICANO","none","2016-11-23","within an hour",100,"Roma",41.9117294406486,12.4577444135444,"Apartment","Entire home/apt",6,2,2,4,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace",79,NA,35,1,7,100,10,10,10,10,10,10,"strict_new","Host Has Profile Pic,Instant Bookable"
11180756,"Casa Charme","none","2015-01-28","within an hour",100,"Roma",41.8996780917725,12.4689028258325,"Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Indoor fireplace,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman Entry,Bathtub,High chair,Fireplace guards,Crib,Pack ’n Play/travel crib,Hot water,Bed linens,Extra pillows and blankets,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Single level home",150,NA,NA,3,36,96,9,9,10,10,10,9,"moderate_new","Host Has Profile Pic,Host Identity Verified,Is Location Exact,Instant Bookable"
9016814,"Thebestinrome Vite Prestigious","none","2014-03-31","within an hour",100,"Roma",41.9057127060387,12.4816458886686,"Apartment","Entire home/apt",8,4,3,4,"Real Bed","TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Private entrance",700,NA,130,3,22,95,9,10,9,9,10,9,"strict_new","Host Has Profile Pic,Host Identity Verified,Is Location Exact,Instant Bookable"
11635781,"Apartment close to San Pietro 3","none","2013-09-21","within an hour",100,"Roma",41.9025447832184,12.4610246394073,"Apartment","Entire home/apt",4,1,2,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace",60,NA,50,3,15,91,10,9,10,10,10,9,"moderate_new","Host Has Profile Pic,Host Identity Verified,Is Location Exact,Instant Bookable"
5082483,"DOMUS BORROMINI: amazing location !","none","2015-01-16","within an hour",100,"Roma",41.9046973854755,12.4837893790467,"Apartment","Private room",2,1,1,1,"Real Bed","TV,Wireless Internet,Air conditioning,Pets allowed,Heating,Essentials,Shampoo",105,100,NA,4,0,NA,NA,NA,NA,NA,NA,NA,"moderate_new","Host Has Profile Pic,Is Location Exact,Instant Bookable"
13666160,"Campo dei Fiori Magic","none","2015-11-05","within an hour",100,"Roma",41.8980367402428,12.4661855255927,"Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Dryer,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace",105,NA,35,3,5,100,9,10,9,10,10,10,"moderate_new","Host Has Profile Pic,Is Location Exact,Instant Bookable"
14910937,"Lovely Apt. with TERRACE at the PANTHEON","none","2016-04-04","within a day",90,"Roma",41.8978439763137,12.4775312541877,"Apartment","Entire home/apt",3,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Heating,Family/kid friendly,First aid kit,Fire extinguisher,Essentials,24-hour check-in,Hangers,Hair dryer",72,100,25,3,2,80,9,10,10,10,10,7,"moderate_new","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
12213064,"TREVI LA DOLCE VITA BEAUTIFUL APT","none","2014-04-07","within a few hours",100,"Roma",41.9023525075669,12.4853137982606,"Apartment","Entire home/apt",6,1,1,3,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",115,100,50,3,28,94,10,10,10,10,10,9,"strict_new","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
18384102,"Minerva - View of the Pantheon! 4PAX 2BDR","none","2011-11-04","within an hour",92,"Roma",41.8973845924561,12.4767977404591,"Apartment","Entire home/apt",4,1,2,4,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron",199,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,"moderate_new","Host Has Profile Pic,Host Identity Verified,Is Location Exact,Instant Bookable,Require Guest Phone Verification"
14845013,"Affascinante casa al Vaticano","none","2013-09-10","",NA,"Roma",41.907718400914,12.4600375989473,"Apartment","Private room",11,3,1,11,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Shampoo",80,NA,30,1,0,NA,NA,NA,NA,NA,NA,NA,"moderate_new","Host Has Profile Pic,Host Identity Verified"
