"ID","Name","Experiences.Offered","Host.Since","Host.Response.Time","Host.Response.Rate","City","Latitude","Longitude","Property.Type","Room.Type","Accommodates","Bathrooms","Bedrooms","Beds","Bed.Type","Amenities","Price","Security.Deposit","Cleaning.Fee","Minimum.Nights","Number.of.Reviews","Review.Scores.Rating","Review.Scores.Accuracy","Review.Scores.Cleanliness","Review.Scores.Checkin","Review.Scores.Communication","Review.Scores.Location","Review.Scores.Value","Cancellation.Policy","Features"
3530145,"Design apartment in city center + city bikes","none","2012-09-04","within a day",89,"Amsterdam",52.3724984062428,4.87117105868611,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace",200,300,35,3,16,96,10,9,10,10,10,9,"strict","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
7558103,"house citycentre with garden & view","none","2014-07-24","",NA,"Amsterdam",52.3643825798922,4.86037141779293,"House","Entire home/apt",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Essentials",140,150,30,3,8,91,9,8,10,9,9,8,"moderate","Host Has Profile Pic,Is Location Exact"
12974828,"Family house with garden near the Vondelpark","none","2015-04-15","",NA,"Amsterdam",52.3629253854723,4.86781356128347,"Apartment","Entire home/apt",4,1,3,5,"Real Bed","TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Essentials,Laptop friendly workspace",225,NA,50,4,3,93,10,10,10,8,10,9,"strict","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
7828988,"COZY & ARTISTIC apartment in West","none","2014-06-27","within an hour",100,"Amsterdam",52.368019108144,4.85070647907506,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Smoke detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hair dryer,Iron",99,100,35,2,18,93,10,10,10,10,9,9,"strict","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
95540,"next to the Vondelpark + 2 bikes","none","2011-04-14","within an hour",100,"Amsterdam",52.3573470012671,4.85857809870049,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance",90,NA,40,2,212,98,10,10,10,10,10,10,"strict","Host Is Superhost,Host Has Profile Pic,Is Location Exact"
9916013,"Stylish appt. close to RAI/WTC/VU","none","2013-12-01","within an hour",100,"Amsterdam",52.3340331742506,4.87514396938221,"Apartment","Entire home/apt",4,1,3,3,"Real Bed","TV,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,First aid kit,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace",119,350,30,2,13,94,10,10,10,10,9,9,"strict","Host Has Profile Pic,Host Identity Verified"
4012289,"Charming design home next to RAI","none","2014-08-31","within a day",50,"Amsterdam",52.3340070145007,4.88587322028395,"Apartment","Entire home/apt",3,1,2,2,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo",110,NA,25,3,24,91,9,9,9,9,9,9,"flexible","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
5351374,"A modern apartment at Buitenveldert","none","2015-02-14","within a few hours",90,"Amsterdam",52.3257075386882,4.88005021955884,"Apartment","Entire home/apt",4,1,2,2,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Pets live on this property,Dog(s),Hot tub,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",100,NA,60,2,63,97,10,10,10,10,9,9,"moderate","Host Is Superhost,Host Has Profile Pic,Is Location Exact,Instant Bookable"
754524,"Beautiful apartment with big garden","none","2012-10-25","within a day",82,"Amsterdam",52.3607734603489,4.85113335677411,"House","Entire home/apt",2,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Smoke detector,First aid kit,Essentials,Shampoo",129,NA,15,3,13,85,9,7,9,9,9,8,"moderate","Host Has Profile Pic,Is Location Exact"
7177767,"#AMSTERDAM","none","2015-07-05","",NA,"Amsterdam",52.3629189634473,4.86224686165926,"Apartment","Entire home/apt",6,2,3,3,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Fire extinguisher,Essentials,Shampoo",200,NA,NA,13,0,NA,NA,NA,NA,NA,NA,NA,"flexible","Host Has Profile Pic,Is Location Exact"
1566348,"Nice apartment close to city center","none","2013-08-22","within a day",100,"Amsterdam",52.3714562166838,4.85478236124489,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,translation missing: en.hosting_amenity_49",106,NA,15,1,18,96,10,9,10,10,8,9,"moderate","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
16935096,"Nice room close to the Leidseplein","none","2017-01-25","within an hour",69,"Amsterdam",52.3622744575546,4.87694365548158,"Apartment","Private room",2,1,1,1,"Real Bed","Kitchen,Smoking allowed,Heating,Essentials,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",50,NA,NA,1,10,92,9,9,9,9,10,9,"flexible","Host Has Profile Pic,Is Location Exact,Instant Bookable"
8450764,"Lovely park view apartment","none","2015-09-18","within a day",100,"Amsterdam",52.3688262705131,4.85013522912268,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",90,NA,35,3,1,100,10,10,10,10,10,10,"strict","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
8692855,"Lovely apartment Amsterdam West","none","2013-07-18","within an hour",100,"Amsterdam",52.3707294566436,4.8532794233781,"Apartment","Entire home/apt",3,1,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hair dryer",99,500,30,1,13,95,10,10,10,10,9,9,"strict","Host Has Profile Pic,Host Identity Verified"
13431398,"Light apartment, sunny balcony, near Vondelpark","none","2016-06-08","within a few hours",100,"Amsterdam",52.362021323009,4.85143560355408,"Apartment","Entire home/apt",2,1,1,2,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Smoke detector,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",95,100,15,3,15,97,10,10,10,10,9,10,"moderate","Host Is Superhost,Host Has Profile Pic,Is Location Exact"
11430466,"Sunny apartment in Amsterdam city.","none","2015-10-01","",NA,"Amsterdam",52.3604626811968,4.86612768000281,"Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",110,500,30,3,17,96,10,10,10,10,9,9,"strict","Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Is Location Exact"
17163459,"Beautiful bedroom-studio in the heart of Amsterdam","none","2014-08-17","within a few hours",100,"Amsterdam",52.3730391971008,4.86559908669288,"Apartment","Private room",2,1,1,1,"Real Bed","Wireless Internet,Kitchen,Heating,Washer,Dryer,Smoke detector,First aid kit,Essentials,Shampoo,Hair dryer,Iron,translation missing: en.hosting_amenity_49",100,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"flexible","Host Has Profile Pic,Is Location Exact"
10641632,"Spacious and modern apartment, 75m2","none","2016-01-17","",NA,"Amsterdam",52.3611717550166,4.86525794969206,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",120,250,NA,1,1,100,10,10,10,10,10,10,"moderate","Host Has Profile Pic,Is Location Exact"
6841884,"Newly Renovated Loft @ Vondelpark!","none","2015-02-05","within a day",100,"Amsterdam",52.3576000021475,4.85580564985552,"Loft","Entire home/apt",4,1,2,2,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Gym,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials",320,NA,60,2,6,93,10,9,10,10,10,9,"strict","Host Has Profile Pic,Is Location Exact"
13919400,"Bright and spacious family style appartment!","none","2014-07-14","",NA,"Amsterdam",52.3586086444413,4.85937587658933,"Condominium","Entire home/apt",4,1,3,3,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Safety card,Essentials,Hangers,Iron,Laptop friendly workspace",220,NA,35,2,3,100,10,9,9,9,9,9,"moderate","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
15022125,"Double bedroom in a cozy apartment!","none","2014-05-22","within a day",77,"Amsterdam",52.3692974193859,4.8503904021763,"Apartment","Private room",2,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Dryer,Smoke detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",80,NA,NA,2,11,98,10,10,10,10,10,9,"moderate","Host Has Profile Pic"
17596369,"Central | Clean | Modern APT w/ strong WiFi","none","2016-04-18","within an hour",100,"Amsterdam",52.3699125443432,4.87229273463666,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",109,100,35,5,0,NA,NA,NA,NA,NA,NA,NA,"moderate","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
12979751,"Stylish, luxurious appartment near hotspots West","none","2016-01-01","",NA,"Amsterdam",52.3695375828623,4.85696315659467,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Free parking on premises,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",200,600,NA,1,0,NA,NA,NA,NA,NA,NA,NA,"strict","Host Has Profile Pic"
2548617,"Nice apartment at the Vondelpark","none","2013-06-05","within a few hours",100,"Amsterdam",52.3598759732656,4.86481469182854,"Apartment","Entire home/apt",4,1,3,3,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Pets live on this property,Heating,Family/kid friendly,Washer,Dryer,Carbon monoxide detector,Fire extinguisher,Essentials",149,200,30,3,19,97,9,9,10,10,9,9,"strict","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
15949706,"Cosy appartment in populair area near Vondelpark","none","2015-08-07","",NA,"Amsterdam",52.3513537624758,4.85405009416911,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Dryer,Smoke detector,Essentials,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",100,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,"flexible","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
13465500,"Spacious familyhouse + sunny garden","none","2013-07-19","within a few hours",100,"Amsterdam",52.3554907585186,4.87167969225917,"Townhouse","Entire home/apt",6,2,4,5,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Indoor fireplace,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",305,300,50,2,10,100,10,10,10,10,10,9,"strict","Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Is Location Exact"
15350559,"Unique spacious loft apartment with roofterrace","none","2014-10-16","within a day",100,"Amsterdam",52.3515420673231,4.84794960444938,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Pets live on this property,Cat(s),Heating,Family/kid friendly,Washer,Dryer,Smoke detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49",95,NA,35,2,1,100,10,10,10,10,10,10,"moderate","Host Has Profile Pic,Host Identity Verified"
17521264,"Enjoy this great Amsterdam apt.!","none","2016-07-18","within an hour",94,"Amsterdam",52.3527850176075,4.84902050424752,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49",79,100,39,2,0,NA,NA,NA,NA,NA,NA,NA,"moderate","Host Has Profile Pic,Is Location Exact,Instant Bookable"
17312134,"Lovely apartment in Old South area Amsterdam","none","2015-12-27","within an hour",100,"Amsterdam",52.3461100820249,4.85978669048549,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Essentials,Hangers,Private entrance",119,NA,50,2,0,NA,NA,NA,NA,NA,NA,NA,"flexible","Host Has Profile Pic,Instant Bookable"
14835984,"Delightful ground floor apartment","none","2013-01-22","",NA,"Amsterdam",52.3446916623259,4.86629044532602,"House","Entire home/apt",3,1,2,2,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49",126,250,20,3,1,100,10,10,10,10,10,10,"strict","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
14021891,"Special offer for 18-25 February: €500 only!","none","2014-04-11","within a few hours",80,"Amsterdam",52.3495849197166,4.8498575878096,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,First aid kit,Essentials,Hangers,Laptop friendly workspace",90,100,35,3,2,100,10,10,10,10,10,10,"moderate","Host Has Profile Pic,Is Location Exact"
16280593,"Modern apartment near Museum Square","none","2016-03-05","within a day",100,"Amsterdam",52.3541398938184,4.88398731724553,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Heating,Washer,Dryer,Fire extinguisher,Essentials,Hangers,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",110,NA,45,3,3,100,10,10,10,10,9,10,"strict","Host Has Profile Pic,Is Location Exact"
1262157,"Vondelpark & Museum District House","none","2013-06-12","within a few hours",100,"Amsterdam",52.3559165062343,4.87723349936019,"House","Entire home/apt",5,1,3,5,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",299,300,100,2,19,96,10,9,10,10,10,9,"moderate","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
14036607,"Cosy, light and spacious apartment near Vondelpark","none","2013-12-16","",NA,"Amsterdam",52.3484456835636,4.84944614982192,"Apartment","Entire home/apt",2,1,1,2,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Smoke detector,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",69,NA,15,6,1,100,10,10,10,10,8,10,"strict","Host Has Profile Pic,Is Location Exact"
2665706,"Benedenappartement A'dam-Zuid","none","2014-03-17","",NA,"Amsterdam",52.3448397283194,4.86416753714528,"Apartment","Entire home/apt",2,1,1,2,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",75,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,"flexible","Host Has Profile Pic,Is Location Exact"
13871779,"Cozy and romantic garden apartment at Oud-Zuid","none","2016-07-06","",NA,"Amsterdam",52.3437754437909,4.86075782509163,"Apartment","Entire home/apt",3,1,2,2,"Real Bed","Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Laptop friendly workspace,Private entrance",125,250,35,2,4,85,9,8,10,10,9,10,"moderate","Host Has Profile Pic,Is Location Exact"
13835848,"New and romantic house near Vondelpark and center","none","2016-07-01","",NA,"Amsterdam",52.3512030609721,4.85849829991325,"House","Entire home/apt",4,1.5,4,4,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Hot tub,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance",200,250,35,2,0,NA,NA,NA,NA,NA,NA,NA,"moderate","Host Has Profile Pic,Is Location Exact"
5263473,"Nice apartment near park","none","2013-02-05","within a few hours",100,"Amsterdam",52.3539663162066,4.84756918739208,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Pets allowed,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Fire extinguisher,Essentials,Shampoo",115,NA,35,2,16,89,9,9,9,10,9,8,"moderate","Host Has Profile Pic,Host Identity Verified,Is Location Exact,Require Guest Phone Verification"
8007602,"Great place to enjoy your Christmas holiday!","none","2015-08-23","",NA,"Amsterdam",52.3463374888909,4.86266575356521,"Apartment","Entire home/apt",2,1,2,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,Dryer,Carbon monoxide detector,Essentials,Hangers,Iron,Laptop friendly workspace",105,NA,NA,1,2,100,10,10,10,10,6,10,"flexible","Host Has Profile Pic,Is Location Exact"
14100274,"Stylish apartment next to Vondelpark/Museum square","none","2016-07-20","",NA,"Amsterdam",52.3533124677159,4.86966410222666,"Apartment","Entire home/apt",4,1,3,3,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Indoor fireplace,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",190,150,35,2,3,100,10,9,10,10,10,10,"moderate","Host Has Profile Pic,Is Location Exact"
10794641,"Bright apartment at Museumsquare","none","2013-07-02","within an hour",100,"Amsterdam",52.3519313775593,4.87849086465296,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Smoke detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",100,NA,50,2,21,95,10,10,10,10,10,10,"strict","Host Has Profile Pic,Host Identity Verified,Is Location Exact"
17587153,"Spacious family home located in the Museum Quarter","none","2014-11-19","within a few hours",100,"Amsterdam",52.3558847675845,4.87421447962514,"House","Entire home/apt",5,1,3,3,"Real Bed","TV,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,Dryer,First aid kit,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron",375,NA,50,3,0,NA,NA,NA,NA,NA,NA,NA,"strict","Host Has Profile Pic,Is Location Exact"
6623549,"Nice family house near Vondelpark.","none","2014-03-20","",NA,"Amsterdam",52.3556959607057,4.85279581251092,"Apartment","Entire home/apt",5,2,4,6,"Real Bed","TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Essentials",175,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,"flexible","Host Has Profile Pic,Is Location Exact"
6071857,"Cosy Apartment Museum Quarter","none","2015-04-19","within an hour",100,"Amsterdam",52.3530029287176,4.88536359557001,"Apartment","Entire home/apt",3,1,2,2,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Smoke detector,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",150,NA,35,2,16,98,10,10,10,10,10,10,"moderate","Host Is Superhost,Host Has Profile Pic,Is Location Exact"
15214101,"Large city house with garden - prime location","none","2016-09-25","within an hour",100,"Amsterdam",52.3532489255835,4.86202764376433,"House","Entire home/apt",6,1,3,5,"Real Bed","TV,Wireless Internet,Kitchen,Pets live on this property,Cat(s),Heating,Family/kid friendly,Washer,Smoke detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",400,800,90,2,2,100,10,10,10,10,10,10,"strict","Host Has Profile Pic"
14665642,"Lovely garden view room Amsterdam","none","2016-08-21","within an hour",100,"Amsterdam",52.346110698637,4.86018879528451,"Apartment","Private room",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Dryer,Smoke detector,First aid kit,Essentials,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",68,100,20,2,16,95,10,10,10,10,9,9,"moderate","Host Has Profile Pic,Host Identity Verified"
9981220,"Watervilla met vrij uitzicht rondom","none","2015-12-14","",NA,"Amsterdam",52.3454685091405,4.84882502637402,"Boat","Entire home/apt",5,1.5,2,5,"Real Bed","Pets allowed,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher",150,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,"flexible","Host Has Profile Pic,Is Location Exact"
